22	16504399	0.000000
22	16855618	0.351219
22	16938376	0.433977
22	17012935	0.508536
22	17054720	0.550321
22	17057138	0.552739
22	17073066	0.568667
22	17075353	0.570954
22	17087656	0.583257
22	17094749	0.590350
22	17096864	0.592465
22	17112342	0.607943
22	17118747	0.614348
22	17152611	0.648212
22	17154984	0.650585
22	17169522	0.665123
22	17177470	0.673071
22	17178586	0.674187
22	17187276	0.682877
22	17187719	0.683320
22	17189718	0.685319
22	17196300	0.691901
22	17202602	0.698203
22	17203103	0.698704
22	17214252	0.709853
22	17219625	0.715226
22	17221495	0.717096
22	17223938	0.719539
22	17227461	0.723062
22	17231603	0.727204
22	17256231	0.751832
22	17264565	0.760166
22	17265124	0.760725
22	17271703	0.767304
22	17272246	0.767847
22	17273728	0.769329
22	17281931	0.777532
22	17285949	0.781550
22	17286329	0.781930
22	17288988	0.784589
22	17289118	0.784719
22	17294251	0.789852
22	17301217	0.796818
22	17301843	0.797444
22	17303383	0.798984
22	17303596	0.799197
22	17304246	0.799847
22	17304887	0.800488
22	17305777	0.801378
22	17306104	0.801705
22	17310741	0.806342
22	17311027	0.806628
22	17312596	0.808197
22	17315102	0.810703
22	17315503	0.811104
22	17317233	0.812834
22	17318150	0.813751
22	17319156	0.814757
22	17326181	0.821782
22	17326432	0.822033
22	17326668	0.822269
22	17326914	0.822515
22	17327181	0.822782
22	17329601	0.825202
22	17339003	0.834604
22	17339404	0.835005
22	17393876	0.889477
22	17394989	0.890590
22	17395610	0.891211
22	17396459	0.892060
22	17396612	0.892213
22	17397875	0.893476
22	17398508	0.894109
22	17398800	0.894401
22	17398812	0.894413
22	17399211	0.894812
22	17401834	0.897435
22	17407349	0.902950
22	17407566	0.903167
22	17409897	0.905498
22	17410128	0.905729
22	17410373	0.905974
22	17411899	0.907500
22	17412216	0.907817
22	17412806	0.908407
22	17413554	0.909155
22	17414103	0.909704
22	17414640	0.910241
22	17415572	0.911173
22	17421989	0.917590
22	17427037	0.922638
22	17427664	0.923265
22	17429384	0.924985
22	17429434	0.925035
22	17430040	0.925641
22	17432482	0.928083
22	17433210	0.928811
22	17433888	0.929489
22	17434084	0.929685
22	17434253	0.929854
22	17436762	0.932363
22	17436846	0.932447
22	17437310	0.932911
22	17442154	0.937755
22	17442987	0.938588
22	17443131	0.938732
22	17443381	0.938982
22	17445502	0.941103
22	17446157	0.941758
22	17446914	0.942515
22	17446991	0.942592
22	17450538	0.946139
22	17451710	0.947311
22	17452966	0.948567
22	17456773	0.952374
22	17462185	0.957786
22	17467411	0.963012
22	17467474	0.963075
22	17467684	0.963285
22	17469026	0.964627
22	17470779	0.966380
22	17473229	0.968830
22	17475014	0.970615
22	17488195	0.983796
22	17489577	0.985178
22	17489890	0.985491
22	17490932	0.986533
22	17492203	0.987804
22	17492452	0.988053
22	17493293	0.988894
22	17493520	0.989121
22	17493708	0.989309
22	17493792	0.989393
22	17494101	0.989702
22	17494547	0.990148
22	17495145	0.990746
22	17504945	1.000546
22	17519579	1.015180
22	17524203	1.019804
22	17525584	1.021185
22	17525610	1.021211
22	17525970	1.021571
22	17526055	1.021656
22	17529814	1.025415
22	17541673	1.037274
22	17542650	1.038251
22	17544834	1.040435
22	17545859	1.041460
22	17549526	1.045127
22	17554915	1.050516
22	17557144	1.052745
22	17561913	1.057514
22	17564907	1.060508
22	17565035	1.060636
22	17567699	1.063300
22	17575800	1.071401
22	17580394	1.075995
22	17580813	1.076414
22	17585441	1.081042
22	17586471	1.082072
22	17587680	1.083281
22	17587975	1.083576
22	17589209	1.084810
22	17589246	1.084847
22	17589567	1.085168
22	17590744	1.086345
22	17591089	1.086690
22	17593685	1.089286
22	17594915	1.090516
22	17595746	1.091347
22	17596178	1.091779
22	17597462	1.093063
22	17599860	1.095461
22	17600497	1.096098
22	17602839	1.098440
22	17603801	1.099402
22	17605824	1.101425
22	17605899	1.101500
22	17609916	1.105517
22	17611515	1.107116
22	17614011	1.109612
22	17615213	1.110814
22	17616217	1.111818
22	17618142	1.113743
